target,features1,features2,features3,features4,features5,features6,features7,features8,features9,features10,features11,features12,features13,features14,features15,features16,features17,features18,features19,features20
-1,-1.02922225675132,-1.22110812917855,9.46293689752587,5.00672358357174,-2.63509289905811,-1.6909778735723,9.57311463809628,-10.4585916066084,5.16122963767338,-4.50900341499498,5.30774356498943,1.91077911789106,-5.1289544682107,-3.83647364847831,-3.38448017517867,0.64972445974003,8.17456482999523,3.28327326450225,1.28569161013704,13.9396327136027
-1,5.43621249995456,0.332710438328371,1.01222141572391,-0.201730769454501,-1.08345381161821,2.62002365123019,3.09954535581242,-3.03771839149715,-3.81641026695888,-4.72118896835513,4.02765624257705,2.58069912146625,1.69165677582446,-1.34444748001969,-3.14143862797219,2.45402421968106,5.46086797311494,10.4887966955149,-3.88247341929409,8.99242613514014
1,-3.78701852954316,-6.65061477660209,0.420476548494433,3.17285964081881,1.64145372700135,1.19736997005551,2.93978660249609,-6.55732285630257,0.464754825998323,-3.69180513204351,-3.24581741539428,1.88422306590886,-4.94903805941029,8.68421738310638,-0.804911534522986,2.66991989350191,0.277529863918874,14.3163580777522,4.50181796925263,13.1972915274803
-1,6.77504995001907,6.27457502295225,-2.60755044000431,8.41056001393195,9.75515351608736,4.6638732828307,-2.15789838303961,1.46727272821631,-1.01103513709065,0.907624555821289,2.23353737570296,-0.399360361106117,6.42330454900281,8.7268052966225,1.65350405679084,-5.27005303864405,8.73310259809227,9.97232917218319,-1.38263220570076,-2.47468052033327
1,-0.729656820356086,1.94181626711015,-2.16218958214716,-3.11479303549328,-1.15159723296975,-7.06568158680827,0.761176732049897,1.48939999008824,1.30334258034856,-1.05734215037621,0.65010364894935,4.53953166142957,-3.29381976920873,-6.39670676531325,-5.70324266152555,1.81815930556146,0.844506954723521,7.94275275477858,-0.417416899576129,10.835022433574
1,5.40141043189967,2.22604281298611,0.326309895392745,3.57848333871998,-5.89846733120978,6.67222347279787,5.96186128417374,0.478288148407421,-0.454226921482566,0.940852340925148,6.06623481095897,4.69185314830553,2.75875963664254,1.34908748797965,3.87288656861267,2.31903224562349,-0.257389380248436,7.34371332432907,5.24433863260116,6.01709397390912
-1,8.60592809352481,6.23974347435161,0.444875522486709,4.87522509416417,-8.4014331563232,4.92629469730254,4.6660092133732,7.43001894757322,-8.38653321553706,-8.94986564665031,-4.68730914739283,8.42412860917623,9.90316109232132,1.25745590040965,5.08654791516656,0.270977314871738,-9.31741977918952,5.12960178240315,-0.637181869237029,3.9621170036329
1,2.03445691395391,-0.479058429231336,3.39291182232185,3.97201914814551,2.97121437445089,9.82691273671576,2.23305738449372,-1.75233667366544,3.04289317944636,2.56410409733742,2.75488788610287,9.15194708179764,2.13049080023689,1.72105701535769,8.2460006461498,-1.28074808413281,6.55832822373107,4.68429504618444,1.14907321622154,-2.86687517173906
1,1.79295911587486,-2.22039387892974,-4.9566251155914,2.91927077913798,2.44914811869194,1.92921452445343,4.09574369753634,2.01223324994531,-7.81634755796543,-3.94818975097392,-8.66692887697989,4.58577759142685,11.1833648341203,8.10462750852074,-4.80789533433485,3.62745258730082,-8.81129815705716,10.8167624930176,2.23825215710703,-0.288079923240861
1,-4.50648638769691,0.178497450082135,-1.99012405034274,-0.838965810426241,2.82332634257931,8.79126881890359,0.464568059259052,5.81246154145439,1.69090410653674,1.60809645756165,-3.46189994442705,0.863151492052196,-2.6777797984912,-5.90832117366325,7.54427321855451,-8.13829711718538,-0.124486520642196,4.77162235070916,4.20781799270005,2.34200087651679
1,-0.0713374426832871,1.55521361139389,-2.08934608030048,-0.165862386420213,8.94594177603304,-2.21932915646235,-5.51185518306941,5.20052088433626,0.932301678428934,-5.05240589275065,-4.2764943264639,4.49134357194661,4.76965780425825,-0.869621388701008,1.2313949845825,-3.46019170548592,3.10407124910066,0.3029984269229,1.19399230221213,1.21326461328671
1,2.9775627342711,-0.68798601545585,2.04509733276031,6.62677977058494,-4.6834700021834,7.48943544895902,0.700804291025001,1.10178893485332,-6.65892106102128,-5.33819646071674,-8.6076606802945,3.35013156368691,7.13053271415331,12.223164635634,3.89292350042305,0.224727626329026,-6.82257802540992,-3.54390254745813,-0.216544377110878,-5.72921883155508
-1,-5.44770449546827,-7.97506642404751,3.25477234556138,-3.38550268796595,1.42341770377617,4.2774578578588,1.06845960401739,-1.8390267401842,1.82986297914616,-6.19370935340803,-5.43211336915471,2.25116681485905,-3.65154703348541,2.23693792226512,-7.22908532265772,-2.70329692269144,-7.18971190610252,-0.757155469101365,-2.76002367498955,0.85159554058826
1,-9.96052265121084,-4.38791967777633,-9.91424548000823,0.413769644746139,2.48230267089232,-3.79684034343875,-5.2140697395837,6.41457076351843,-1.93085989016926,-9.16475163382536,-9.141212983277,4.44799809157294,2.93389576370563,-2.22257056950651,-5.59104077802179,5.96352053514646,-11.6341926545755,-3.23510150302166,6.74669064609124,-0.612844822534767
1,-0.116555735015005,-6.89678373121252,1.57491404591576,4.44445068730902,-2.9512861480386,3.93398028767069,1.88381576707181,-1.62814000159596,-9.70196899670376,-4.62084410359329,-5.84437299106968,-2.38044859431214,1.50969158908021,-5.11828978195907,5.26644520765851,-12.7652058407593,0.118401842416444,4.37136768680014,-11.3005843185284,-7.63574217346404
1,-0.647586589715259,1.72455954152433,-4.61850943116069,-4.91578451000634,0.894562958011618,-4.3733340783087,-2.91944986755592,3.34449076787512,-2.66876310381954,3.92063368240316,-1.55577990476599,-5.63235371796444,-1.5927565192386,1.4279403776007,-5.16766938722569,0.473676995646524,-2.85088900727446,5.72061552597656,-5.84016481307864,4.60974864791554
-1,0.216235968276346,-0.258351883406517,-7.51123916287148,-1.52903566444976,-3.66533546765131,-4.40391503444204,-9.6044922448494,15.0877126081397,1.16196893258125,-7.81282310751433,-8.34547267933154,-3.03595247475746,0.829834572633966,-4.41975238747497,-1.17437468213781,-1.0966719831724,-8.54734150267504,-2.90186089359536,0.400855396534421,-0.451990924835312
-1,-6.28553870071645,-4.98612915577679,2.23280727320632,-0.0398270437049102,-4.89273879122321,-1.32542390701181,-3.05151155928291,1.7443739217539,-1.71430303064947,1.09027896204753,-6.34425552629535,-3.52302827078112,0.485932052248109,2.40112321519546,-6.62408005941089,0.577876606831477,-10.3831988034621,-5.51414710325284,-11.0967621577816,-7.02257204819988
1,-8.93981903799071,-4.52476525338485,-3.19832524560339,1.40952246571955,4.29209357720207,-6.23796305317954,-3.91191719206846,4.87446375059583,-0.677190073825138,-0.131096261472021,-16.9564658614193,-5.86811448716269,1.84928646326047,1.04729376610538,-1.27536610904301,-3.99629200849344,-6.23613314629257,-7.94417138758846,-2.16062215818678,-3.95809923741926
-1,-2.13719604389624,0.469313173806821,-1.9284461744984,-6.06407055772243,5.45509498907143,0.288532888556068,-9.97632104597758,2.01018074307529,-0.495886491017185,-0.849615884950367,-8.33816014971812,-3.84102354857713,-7.11876068684834,-5.24240862582202,7.21698857912684,-9.90799992642948,4.06314104612286,-5.34745100441253,-0.207817488483398,-1.27528211732043
1,-6.39444738455791,-6.88174775017422,-2.94071906339959,-2.31158151664764,0.0204661279583279,-7.00353890156768,-11.7110096469382,9.37887913000271,2.27330686381871,-0.54124842358721,-8.39698619267795,-3.52238506366593,-0.182956577821345,-13.4368986626185,-3.88795867500241,3.62570619162445,-1.05885372886948,-9.11168267926404,-0.493930448960987,-6.68203103229636
1,-0.231423411983506,-2.46890177393062,0.785566913132587,7.31265224480583,-6.20221176472153,-5.00902087103798,-0.947973997716118,-0.118672789089046,-0.542877126331178,-4.48210287597805,-13.051821812098,-1.10092929344838,4.50411608923712,2.97973429746439,-6.25979582239746,7.86149140702199,-5.04867178929523,-11.9844374665264,1.81750231020385,-1.99172148787662
-1,-6.51292640725625,-0.473542269946667,5.86011401250352,-0.0283370536484328,-3.67222646929521,-9.02957497172266,-3.63506019147004,0.579324278178642,3.5236442651179,-4.9768490044311,-2.52915826184041,-1.74463532426092,-8.49580890826951,-3.5666274359241,-5.69756588132002,-0.383615183929524,7.31276239882844,-14.3663607628291,-5.24736658147784,-1.05376014434187
1,-5.21759250740893,-2.99420132642395,6.21826095057862,0.105296478587917,-1.82733186624686,0.15908986713866,-3.4274237442213,4.64202055459825,4.28102359251426,4.01395596485509,-4.88666677905961,-4.05812787090413,-1.61197849931352,-1.17429788129525,2.29987875936532,-4.9404892349106,1.4964172095855,-8.52147915004136,3.51845137094498,-6.062635817204
-1,-5.96813104138518,-4.76716767816983,1.20515090288232,2.52232814325901,-3.70726111207793,-4.96103302461158,1.81873434427743,0.785909232604476,2.42696893425661,6.78581452257281,-13.0476613264331,-6.21139838273053,2.08556124573416,4.81219044732023,-2.0296082106448,-0.511414049252262,-9.22117410716249,-10.3786825883748,-0.523368188763834,-1.34800175998414
-1,-5.87375731332802,-1.38445379415469,0.605702765328348,0.0750843101241752,1.94075116540619,3.09463838990528,1.56113778595661,0.739758132370756,2.22511491933666,-1.77161552619773,-1.68993949205591,-7.02136416217429,-7.35941886439251,-4.43192519689086,-0.555294290023144,-7.83036360306843,2.05539844981395,-4.66669262347292,-1.78720786435951,2.36361120747988
-1,5.28523448130036,-0.460285019138384,2.87239824699006,3.51658227608844,-1.29115516553937,-7.45089400457648,-6.64365242423092,0.660991864938042,0.437877911366353,-5.44497083046652,-6.90962970829852,0.342422344379955,-0.133546838233066,0.152001737717439,-2.89498582660723,-7.35110675578179,6.74389944199457,-2.21910125050562,-7.30149457791263,-7.28125728922203
1,-0.638247721135616,5.24027497491004,2.21419926589439,-8.22423300560736,0.466354239400665,-3.47697711882586,-5.01042088802171,4.47965610015414,1.25542007486495,-0.663388060923796,-6.59336144739504,4.57465685082627,2.30575429213557,-6.9069931812233,9.38811626702449,-5.06498080877718,-0.731683367053567,-14.0689789952632,0.585980225132292,-10.8428259718547
1,-2.78969770981659,-1.31466545896149,6.67033990106456,-0.451803386999325,-4.88672085275877,0.663998967337304,-2.6489241155196,-1.05236533598743,1.36379186811857,3.48716103955836,-5.74024504322454,-3.56259144364197,-4.14027582065176,-2.21627619132592,3.24877617822252,-3.73270127582093,-1.3066125521699,-6.51952809089403,0.591585815599036,-8.96039901064057
1,-4.70684939677059,-0.0948479937210437,2.42890395541773,2.94843794835676,2.67443407272166,-3.98799320460786,-6.24099649936679,-3.39921234552365,-0.177016664033806,5.01173913585537,-4.31155309048481,-5.0263292487487,-0.485016079147907,1.65381586513787,-4.66567846625234,4.7033984968152,5.25695884286798,-4.42708656734516,2.1364172719224,-7.70314492822533
1,8.63212408895495,8.65979882337603,5.37113978869594,5.4107753027245,3.78462435512767,1.25239549401528,-4.64027737562245,1.47873223689603,2.00533206813241,2.51538935341691,2.52492394110221,8.37636129268012,10.6561254576617,6.44790456542323,5.12171651650917,1.87086177613178,8.6979944781929,-2.21225366211577,-1.63623855549268,-11.4156211789623
-1,11.9346196027595,4.04996050451344,-0.902889694392949,4.32396340401588,-0.237437990238828,-2.31387973039095,0.785708100411435,2.79597320449498,-0.763770141420517,-0.14518774665915,-1.41789500328708,0.598962793596173,0.322461435862856,2.82893742751605,-2.6585874637547,-2.71657846642374,-0.612094810301087,-2.73088856764726,-4.39526449898187,-6.6927340778608
1,2.00638142910184,-0.142932562342333,-2.35145480479877,2.47242578327288,1.16169430638861,-5.49788330127962,-4.4042431121823,3.61958131239447,-1.69738175619625,-0.186543574749461,-1.19918278978716,-0.84492672586626,2.77321547009214,0.783451304626791,-7.94369656395738,7.11556487217061,-1.86091946024114,3.95132773021486,-4.83749397979771,-3.64093100837278
-1,9.67158952247718,6.63364667652117,1.14421719092105,6.48502333981138,8.88577802808174,5.84781665652367,5.69451644075311,-0.165116570806755,2.56657054041761,11.142610015106,15.1969785288225,1.88978573135244,9.19772276455814,14.6983546479612,5.71166674044816,-3.886298353381,9.24245669837338,5.04430802593274,-0.124487818210238,-1.25901873629328
1,5.81481147442274,4.75369926942261,-2.55213212942624,4.37279803110543,2.41884660727892,1.36815522875876,-0.290706594282224,7.07747271200325,1.01619422031396,-5.66553675439439,2.49789542403612,-1.69602745683163,8.059253006787,10.8504342265492,-7.46539953498015,6.09378093885402,-0.091120926918118,-3.05570418864831,0.160303360797067,6.35496255327372
1,-4.16121286373112,-0.331424900292668,0.104303417450678,4.26264016567785,2.3036586334728,-1.73350856990066,5.81222895043935,-3.08682156226307,-1.30382245688078,0.655628235761746,-1.41360610125609,2.61741289970997,7.92630700578855,4.39486557318407,0.201341161018357,9.43841582276058,3.52349651666579,7.90341884101831,2.38371730097082,4.08588088926885
-1,-1.90678341896187,0.391597607862873,-4.3311283810491,2.5337771172915,-3.22327613136463,3.54364582569342,-0.235993380951358,2.69207844064026,-2.08194785203466,-0.128006691394047,-1.2281988035098,0.757345461882393,-0.646144735031505,7.66104978890177,2.71371536930142,7.40120055708476,-12.2874224264472,6.77655722807134,-0.426023685519972,-2.637451560851
1,2.48755769725084,-2.79701984402192,4.27591086256004,-0.261719906372682,-3.43679939156969,0.931043684982964,-1.76632626654162,-2.95240825527318,1.3209085076541,2.89999609956032,-1.61973208190476,3.52453773242067,1.24399262788034,4.56639914904807,-2.10449173051121,2.43325417560509,4.40818525516264,3.52174152910319,-3.41171276270499,-3.0373778683764
-1,-2.32480539997864,0.62429990972092,2.03746994767845,0.549297775125518,2.86153138383,-6.11595621832346,1.34925830487611,-0.749047762633653,3.83423442997165,0.829388096321659,-11.8271255948681,-2.20524682983388,1.72245549376502,-4.59079763943292,-4.42195660146632,-1.86192798262342,3.14518779660204,-8.63902132439457,3.32349174277781,3.15524695391296
1,-1.3325722186222,-0.814147898059391,2.94428710443172,-8.24294834257473,-1.01808041918443,8.20269563745972,-1.72875680673679,-2.73793103054706,-6.3571023669233,10.1600341450692,4.73946549641343,2.6013327170769,0.333683740118103,-12.4020228286958,11.8371256047211,-1.8813148441716,8.17146816054034,4.78261389874229,1.89723021871519,-3.93330067238396
-1,-8.49188637944168,-0.500136206768749,-3.48210126474453,-2.68570454130296,-0.0431756464986879,3.43882439072727,3.03734892348783,-1.61081469159578,-7.25517285745314,3.34452770124001,-2.75820294209137,-11.3016064479896,3.37448256636495,7.2921468700339,-0.616178060714252,6.68904928699174,-4.66096898118014,-4.19163456690726,4.85817352097518,2.59626150789432
1,1.67405249119737,-0.52008279007695,-11.0524054757507,-5.96880005211034,3.93766449441416,-4.20411581001137,-4.1679814883871,13.5210691560236,5.99603392751939,5.33218774097242,1.37309057060656,-3.45502448531878,-5.34698691283291,-5.51435220839916,1.80392153417785,0.878578838455377,-3.66476671370378,1.5982566971767,-2.97638494948665,-1.40017452448898
1,4.2312238710101,3.21274224655139,-1.37209406016647,-1.665655782052,-1.27130515345526,3.77317868319534,3.42739718548928,1.01180015204498,0.302001665051987,6.88671154872579,2.97414988488126,-0.145193820769504,2.96231099736426,5.14803849083875,0.460469191393492,5.20492096678129,0.173852234963615,8.06517769641644,11.567260341731,4.02763389746389
1,2.21534994765607,-2.35683673436151,-1.87338287422293,-3.14843964079558,-3.8432055642242,0.856692526266492,-0.0951270515785927,2.39918702254028,4.08935534170064,1.2684078619142,-0.956494424904476,-9.1719873199536,-6.1875352366934,-4.75403857896884,-9.71410919496708,3.18749883941436,0.961640187515427,2.48016452633999,3.7984984364631,6.42665815589307
1,0.352422335706256,-0.456352767698981,0.798211719745948,-0.376172736302093,2.11165631724457,-0.989093828063138,-4.65797573810196,6.19641761435721,3.20205032396045,-2.4171982336965,7.66396490870723,11.3706012910202,-4.05514916115775,0.847523695366886,1.28238510309741,-0.229846121490318,5.71321454183577,4.39378938471183,-0.817042646324615,2.40379968946123
1,3.00608043547066,-0.445106976910219,3.21512344344141,2.72937522819994,-5.77063797057609,-1.50109976797416,0.0627776695993749,-3.82924520393879,-5.3355509303968,-1.55387485639443,-4.67140453893869,-1.57187654464084,10.4386503311399,5.22617006428455,-3.95322298845982,6.08733686220028,0.668521860501093,3.36677387099447,-4.94316051896901,-1.99810094045453
1,9.10522506862534,5.40735541264337,3.16923305448349,2.4947798055711,-4.47780905056942,-0.333406785697866,6.17818883487384,4.15419412053407,-7.64826744467554,-0.992842488204888,-4.55535438204665,-2.46892789535053,2.58184736719197,3.39749465906979,-1.32887441517326,0.998928911659729,-3.62664216832444,-5.61929803432659,1.70414367798541,-2.20233352410344
-1,2.59400667022644,-1.60114390926711,-1.03634532272822,0.884485435434853,-2.68076729815931,0.70891524652846,-0.929427642452539,7.61946224772816,-1.68819950122551,-0.367158180454725,-5.60684970439042,-9.45356589029629,0.174429174695681,-6.51162561567389,0.0884491422732359,-8.6241872575204,-3.04657593174532,-0.812134159281967,-3.72492647937522,-3.39725741164949
1,-2.762052617738,-1.13808258847262,-0.459988065152266,3.27202304269898,4.2483868867105,-3.28001093133953,-4.82296992398776,6.34474647808678,5.77979466840609,0.543520423342868,-5.33117004068424,-5.50797629569052,-0.553892876055396,-0.357007425034384,-2.96939307816931,5.12791583244453,3.85800089154634,-10.4839985971328,6.33885614999938,-1.70424502633968
-1,-4.27348118159744,-3.4860498801359,-1.52998337683629,-0.134224376539985,2.7965769240985,-3.81737647222098,-4.30350721501978,2.6014204150272,1.86800632389966,4.36004099058382,-10.3023823269155,-11.4585962635689,-6.24669822382125,-6.7065244623672,0.180768279279617,-9.559716800996,4.87425894969542,-9.97866540930642,-1.31999735270107,-6.43469182422472
1,-5.58008529840706,4.004287633075,0.820496145255465,-7.02788705032991,-4.00903102098514,-1.59044087793941,-7.09517115575562,1.89082021749851,1.39190674971833,1.44427988964391,-4.26707597732492,0.619048840197034,-0.405026374096705,-3.7040080381607,2.39702154913914,8.18386805237371,-5.12794200156483,-10.3909011441102,5.02975600821411,0.31637646540938
1,-11.7917817365261,-7.215918956112,0.719488750696418,-7.23880016735155,-1.31628614529767,-12.0929954454155,-8.03960343751419,-6.38546325916768,1.56408280941248,6.33375032603775,-10.3632788881951,-4.86589362458405,-2.00352925623485,-10.2220815626929,-2.3127761583898,2.56378344218723,-1.76570928760686,-3.10282921212906,-4.02018469287659,7.2774852943622
1,-5.12055727958836,-4.81573827469467,-2.28911393601233,0.526473080718606,2.69215737131209,-3.91185480746782,-4.48884754371354,7.9335985275156,7.28328843733963,7.53676181771987,-11.4696553025156,-5.38623889574614,2.64978689298218,-6.58068896078713,3.97376979471695,0.0465721097523106,5.25438463153009,-5.13658412377948,3.91472458608704,-1.58768135984728
1,-4.02554928145773,-3.21071897251175,-2.07318919972237,-1.80811126062946,2.17866388071264,-1.86194997992451,-7.61766996651075,1.40845576236893,5.34874857634504,3.73344778224184,-0.0126106089858338,0.442891363425413,-6.31459396594876,-5.76809061941316,-8.75979510490953,1.79802572906597,0.415094987806101,-9.99086802106094,-1.36381603068232,0.707098035462183
-1,-6.36803485109662,0.193949852247732,1.27518252008748,-0.543697959214968,0.538102740150832,0.460454936487055,-0.50288829263254,-1.06616856056248,1.31649741856236,5.80203299401732,-6.02340142671542,-4.55428955591799,-2.87168031374584,5.36846432384218,0.383401915568866,5.32925879659077,2.38166816545925,-7.57670238522353,0.488435118773747,5.65436741772262
1,-7.37511848347979,-8.73378731445546,-4.44522828636751,-0.356346472269891,2.98331559766897,-4.89052361695106,-6.67428925252399,4.35566241057361,2.86948170019377,-0.584702252786195,-7.51695256015013,-0.467107517926684,-0.639422551983593,-1.38622787650832,-3.46267422141392,6.55609465154183,-0.517168610183444,-4.82464100974228,5.50846539606455,10.2171275250521
-1,-6.9232965520505,-1.58905741446441,-0.402929073076476,-0.432558561193669,-0.329777328728274,-7.20588491712233,1.45745049447875,3.64257406115113,-0.833499126654187,3.72405082464515,-6.71247780321324,-4.40402744509565,-2.45741935744674,2.08553583245661,-0.893491148154432,1.71835501194087,-1.72998977786498,2.14885523064991,6.58296859251041,4.52158730038397
1,-4.60012764757738,2.73350115017053,-1.17530125889344,-0.440623760624618,-3.16850408487035,-1.02533529321613,-6.83573815685058,7.3671153589885,-5.75232854095536,7.08647484640191,-8.91654920525399,-2.58340908961169,9.06230995738844,-7.26373625130171,9.46743761255547,8.56447181520941,0.0944666885854066,-6.12378497427533,-0.302241725152457,-1.06181948602915
-1,2.21783609417302,4.70826257927212,4.09759013533573,3.06652356554058,-4.03147816032057,3.13588923617869,3.01348025640207,1.09131268981058,0.726731580563614,3.27551916575306,3.4376299506785,4.42401421731454,5.15366982505793,-0.296350722634504,7.2681261911474,0.618006982180869,2.28441264453974,4.46922809419624,-3.20240744479851,-7.74985024661007
-1,-6.94143057826993,-0.207176421269815,0.452192406689118,0.712077646912851,2.97593110912902,-0.3516051880402,-1.89522975535108,3.52317626596089,1.64007149049364,6.90155766728077,-1.08048148829546,3.14994774510597,1.98896262946101,2.23114164401422,4.44094906386256,3.29282332144211,2.22472913709858,-6.96371716054146,2.11425572732492,7.42195384255634
1,2.60784299275833,2.96282119177329,2.37603510863716,1.25969622339094,-4.66264886927257,-2.10073732512961,1.19311579933406,-3.42397119907816,-1.34546958407933,4.03081464545778,-4.16275060467288,-0.590235053807093,4.44675369938637,-1.45339556271358,-0.947219712164631,5.19758814299676,-6.76469107462101,-6.6460312022578,4.92836162071882,-3.77872992612619
1,0.138822972537801,10.2136966117551,2.28932969891269,0.665741391834428,2.53714871589567,-2.00059705576,-1.72357503095703,-0.312595346652544,-0.261087798037404,-0.677379144770198,6.93491036714174,4.20497339794066,5.40231037911791,-1.76912939239041,4.54640258595878,0.400545302210355,3.47421314782503,-3.37784238104756,-2.41836035993045,6.40535975903613
-1,-1.13108286660487,0.605889305294183,0.220967155595536,3.94452681289901,2.69284238754039,-4.27928988409745,-3.99558072480815,1.60134723296699,7.21498901585731,-3.43186476701949,5.89227520887459,8.27771775327222,5.9084686539559,-8.680167075928,-1.94218696822721,9.59119036114702,8.10332612339168,2.40184317855458,-4.00604387940138,4.17303500749069
1,-5.0657300911495,-4.80055948020545,-4.55487564978756,-2.3445215453994,-0.515939450070657,8.01329284118729,-2.60461421222487,13.2996838469107,-2.94152007067623,-3.18727544188444,-5.68096812284243,-3.5704694098691,-6.49102669590883,2.5602985014455,3.41644135266701,-3.9743210521233,-8.57741823391438,-0.732176307268824,5.31993444972305,7.75462316216444
1,6.19440359695366,10.0032898288858,0.106304125234228,2.9093857235943,-1.34679338834095,9.92273055971307,-5.83773576882334,8.8134555231057,-7.21171767076347,-2.80385901440239,-0.860248135838757,4.89406249585403,9.86669020215365,-4.30845990378488,7.52091054658089,-1.76781739411906,-2.7493785891678,0.0723396799171558,5.17152037417421,-1.34261001449757
